16,11,8,5,43,49,1,12,25,2,3,6,259,16,24,1
20,21,9,2,8,7,15,28,12,4,1,4,258,13,27,1
19,16,7,4,14,55,8,31,9,3,4,8,272,12,36,1
20,12,12,1,31,95,1,22,15,3,3,10,265,12,27,1
14,16,11,19,8,35,5,38,5,3,2,8,276,18,27,1
13,13,7,6,26,39,2,23,14,2,5,11,268,14,28,1
16,10,10,5,44,32,7,16,16,2,7,8,248,19,33,1
15,13,8,1,45,17,8,21,10,3,3,11,247,22,20,1
11,18,9,7,46,0,20,30,16,2,2,6,232,15,28,1
10,15,4,1,21,23,6,17,25,4,4,5,262,19,23,1
11,19,15,2,9,32,13,28,10,4,5,7,300,10,26,1
16,12,4,7,5,41,3,15,10,2,2,9,266,15,26,1
19,17,6,1,43,94,1,26,5,3,2,5,240,19,25,1
19,21,12,72,31,46,32,29,46,7,10,3,289,21,37,2
8,22,13,81,11,46,32,65,34,10,11,3,286,33,33,2
23,21,7,18,4,48,38,57,71,5,14,2,278,19,29,2
14,22,12,43,23,21,35,45,37,3,11,2,289,13,31,2
23,15,14,50,41,46,14,45,65,8,8,4,274,13,33,2
13,15,8,42,8,57,37,45,53,6,15,2,279,13,29,2
25,14,13,87,31,46,28,56,62,4,12,3,267,25,42,2
22,12,12,1,90,18,30,51,59,6,11,1,256,14,35,2
23,15,18,20,5,6,41,55,38,0,12,3,298,15,27,2
22,13,11,10,8,72,30,53,53,9,8,4,263,27,36,2
21,18,9,9,31,50,30,31,66,3,13,1,292,15,34,2
11,11,11,13,12,46,38,50,46,4,11,3,265,17,30,2
22,18,11,1,5,5,28,32,52,10,12,3,310,25,30,2
21,17,9,23,9,49,37,34,52,3,7,3,290,23,36,2
24,16,11,20,6,21,20,33,42,5,15,2,245,14,33,2
24,25,11,25,22,22,32,62,29,4,11,1,317,16,39,2
23,18,16,8,64,99,37,33,52,11,4,3,270,21,33,2
17,14,12,4,11,21,39,78,39,6,11,6,276,21,35,2
21,12,12,19,9,46,36,55,44,3,14,4,275,13,34,2
21,17,10,8,76,21,35,32,40,3,12,2,276,17,32,2
31,14,15,18,23,31,46,67,53,11,14,2,255,16,26,2
18,19,7,20,91,20,28,29,47,12,14,3,277,19,36,2
20,15,18,20,1,2,32,36,47,11,7,2,298,13,34,2
19,16,15,45,52,68,30,47,48,2,3,2,272,17,34,2
20,18,12,11,47,24,28,26,56,5,15,3,276,31,35,2
15,18,15,18,15,4,47,69,39,5,11,6,251,17,32,2
22,16,10,26,1,24,30,38,47,7,10,2,318,22,22,2
25,12,20,19,74,26,45,54,39,4,9,4,265,26,32,2
13,15,10,6,12,46,20,41,40,3,5,1,309,17,36,2
16,21,16,37,5,32,26,74,33,5,11,5,273,20,43,2
17,18,8,29,32,80,56,60,48,9,6,2,279,18,26,2
17,14,12,9,6,13,24,29,55,13,7,3,253,13,32,2
15,11,11,38,37,2,24,47,47,7,9,3,253,19,25,2
19,20,5,15,8,5,22,54,57,5,12,2,303,17,37,2
27,15,10,8,13,23,38,44,47,8,11,3,284,26,29,2
23,19,8,6,27,50,36,61,59,5,6,0,287,31,44,2
21,22,12,30,7,7,30,46,60,12,14,1,286,24,33,2
25,22,14,2,44,46,23,50,43,9,10,1,274,21,35,2
19,20,9,3,19,15,39,38,63,2,16,4,285,19,37,2
21,17,6,11,42,1,33,55,53,4,6,2,270,21,37,2
15,13,12,10,11,1,26,46,46,10,8,6,280,23,25,2
19,19,12,5,91,2,22,61,53,7,8,3,261,22,33,2
21,23,10,3,18,25,23,58,42,7,10,1,277,13,26,2
17,19,10,6,20,43,41,40,49,1,7,2,255,23,36,2
23,15,10,14,37,6,33,30,61,7,7,2,271,25,24,2
20,22,15,35,15,14,26,31,55,8,3,3,302,18,35,2
16,15,8,67,35,93,26,42,58,4,7,3,307,17,35,2
13,20,7,15,22,37,32,38,52,3,11,2,273,24,32,2
18,14,13,7,12,4,36,50,46,5,9,2,261,24,26,2
26,18,12,48,19,0,41,45,49,3,9,3,272,20,41,2
25,21,14,12,71,13,54,28,79,5,5,8,300,23,38,3
21,23,16,61,33,9,44,61,60,5,3,9,304,36,48,3
18,25,13,77,6,54,61,46,77,4,6,5,318,34,39,3
25,22,17,86,25,83,53,68,77,5,1,10,294,26,41,3
17,19,14,66,30,54,66,42,64,4,2,8,315,22,50,3
22,23,16,10,16,54,42,68,83,4,11,16,288,22,32,3
27,25,14,23,10,54,50,43,66,5,5,9,278,24,34,3
20,17,10,28,7,21,48,47,75,7,12,4,318,31,36,3
29,19,11,46,56,20,65,28,44,4,5,9,313,22,46,3
30,25,15,61,44,63,66,32,81,4,6,9,290,29,48,3
25,26,16,40,41,9,48,33,51,6,8,6,325,19,47,3
26,15,16,1,13,4,49,43,75,5,5,9,290,29,49,3
14,15,13,35,23,44,42,45,68,7,4,6,292,25,34,3
24,28,12,15,89,54,72,42,75,2,9,8,306,31,29,3
22,27,12,61,44,103,69,65,84,3,3,9,293,29,38,3
25,22,14,1,7,74,67,40,67,4,8,12,319,23,33,3
22,25,18,39,42,30,76,40,47,8,4,10,322,27,37,3
21,24,18,58,38,106,73,62,83,6,7,0,290,32,37,3
21,21,20,13,13,3,41,49,68,4,8,9,278,33,45,3
21,21,16,5,7,63,59,67,75,5,3,10,291,28,39,3
28,20,12,16,8,17,90,36,83,5,7,8,291,22,34,3
25,26,18,60,47,53,53,28,55,6,8,11,293,14,46,3
29,21,7,91,2,74,54,38,89,5,3,10,298,24,31,3
26,17,19,1,6,22,45,51,64,6,6,12,312,24,43,3
15,24,20,61,22,9,53,59,61,6,5,12,308,35,35,3
25,22,16,30,77,28,71,36,79,5,2,11,287,26,33,3
31,18,11,61,79,61,66,36,70,5,5,3,315,27,46,3
20,26,16,96,30,21,49,65,78,5,5,5,307,19,34,3
19,25,12,10,11,63,43,51,72,4,3,10,262,26,36,3
25,24,19,61,2,11,65,39,69,5,1,5,291,22,51,3
26,18,15,17,13,74,60,44,73,5,3,6,280,18,51,3
25,25,18,20,81,94,48,25,91,3,5,10,301,30,49,3
31,24,21,3,3,5,47,41,65,6,1,8,295,26,42,3
35,26,15,28,32,59,36,65,63,3,9,11,321,27,38,3
20,23,25,51,12,57,56,50,65,4,4,4,290,33,45,3
24,20,19,73,44,54,89,67,71,3,0,9,323,28,47,3
31,22,17,16,6,81,55,47,72,7,6,3,297,28,40,3
24,21,15,6,14,97,75,59,81,4,9,4,319,17,42,3
25,21,18,69,67,14,81,60,68,2,6,9,312,21,53,3
12,22,15,61,3,104,65,48,57,6,6,8,284,28,47,3
17,25,10,34,5,40,66,57,61,7,5,5,294,22,41,3
33,24,20,12,12,54,45,41,56,6,6,7,293,29,45,3
26,23,11,12,44,13,61,42,90,5,8,6,318,23,40,3
25,25,19,40,7,97,51,42,85,4,6,5,334,28,41,3
25,20,14,53,61,8,46,64,60,4,7,9,296,25,32,3
26,14,9,19,19,24,64,53,63,7,7,4,298,21,43,3
25,22,13,52,55,96,75,55,62,7,6,9,279,25,43,3
30,21,15,13,41,95,77,49,78,4,6,2,271,29,42,3
24,22,17,55,65,24,59,43,62,6,3,10,289,24,46,3
17,21,16,51,34,34,57,32,93,5,3,9,315,30,37,3
